txn_id,account_id,txn_date,txn_code,amount,channel
TXN00025045,ACCT000702,2025-02-21,CR,9573.00,BRANCH
TXN00002908,ACCT000875,2023-09-22,CR,129.55,BRANCH
TXN00023359,ACCT000092,05/03/2024,WIRE,3113.57,ONLINE
TXN00000093,ACCT000396,01/25/2024,WIRE,4495.94,ONLINE
TXN00016515,ACCT000199,20230419,INT,2701.57,ACH
TXN00022950,ACCT000972,2024-11-18,ATM,957.54,ACH
TXN00024294,ACCT000619,02-Nov-2025,FEE,3397.46,ATM
TXN00002948,ACCT000152,20231022,ACH,2788.50,ATM
TXN00021159,ACCT000132,04/17/2025,WIRE,2615.53,WIRE
TXN00003632,ACCT000532,24-Jul-2025,INT,597.00,BRANCH
TXN00007375,ACCT000616,23-Mar-2025,INT,667.67,WIRE
TXN00005478,ACCT000877,2024-12-26,INT,3883.33,ACH
TXN00022326,ACCT000804,2023-03-02,INT,2131.31,BRANCH
TXN00024373,ACCT000741,12/12/2024,INT,3322.29,ATM
TXN00018126,ACCT000236,20250416,INT,2585.81,ATM
TXN00010725,ACCT000315,18-Jul-2023,ATM,564.32,WIRE
TXN00000457,ACCT000323,20230211,WIRE,967.59,ONLINE
TXN00022768,ACCT000425,20250210,ACH,1322.32,ATM
TXN00024797,ACCT001030,10/30/2025,CR,775.58,ACH
TXN00022179,ACCT000096,03/22/2025,CR,1596.22,WIRE
TXN00017070,ACCT000344,2024-02-10,CR,2199.70,ACH
TXN00004768,ACCT001164,04-Feb-2024,CR,3484.97,BRANCH
TXN00005090,ACCT000080,20230807,INT,582.57,BRANCH
TXN00014432,ACCT000331,29-Dec-2025,ACH,578.42,ATM
TXN00020618,ACCT000273,06-Feb-2024,ATM,1082.98,BRANCH
TXN00020063,ACCT001036,06/07/2025,CR,1126.28,ONLINE
TXN00001691,ACCT001167,22-May-2024,DR,1029.38,ACH
TXN00007898,ACCT000545,01-Apr-2023,ATM,870.70,BRANCH
TXN00002345,ACCT000696,06/18/2023,FEE,116.17,ONLINE
TXN00023951,ACCT000055,20240807,ATM,4303.22,WIRE
TXN00010473,ACCT000151,20250628,INT,2796.57,ATM
TXN00006079,ACCT000986,20241007,ATM,3023.93,BRANCH
TXN00018325,ACCT000842,10-Apr-2023,CR,810.57,WIRE
TXN00009150,ACCT000269,03/23/2025,CR,2320.84,WIRE
TXN00004820,ACCT001117,20250712,ATM,2589.46,ONLINE
TXN00012774,ACCT000462,05-Oct-2025,ATM,2681.16,ACH
TXN00001401,ACCT001014,20241117,DR,147.93,ONLINE
TXN00016697,ACCT000321,04/13/2024,WIRE,1134.90,ONLINE
TXN00024398,ACCT000212,20240403,CR,1991.79,ATM
TXN00011228,ACCT000552,05-Nov-2024,WIRE,3981.87,ONLINE
TXN00016555,ACCT000607,2023-10-13,ACH,1665.34,ONLINE
TXN00009572,ACCT000267,2023-09-18,INT,3581.44,ONLINE
TXN00024646,ACCT000217,2025-03-31,CR,1482.23,ATM
TXN00022676,ACCT000033,08/16/2024,ATM,1846.83,BRANCH
TXN00021538,ACCT000891,2025-06-26,ACH,2776.64,ACH
TXN00019790,ACCT000049,12/18/2025,CR,903.68,ACH
TXN00022455,ACCT000589,2024-09-24,INT,742.53,BRANCH
TXN00001651,ACCT000751,02/16/2024,CR,1109.02,WIRE
TXN00001705,ACCT000756,01/31/2023,FEE,4033.93,ACH
TXN00021014,ACCT000025,2025-11-10,ATM,2658.93,ACH
TXN00014053,ACCT000774,2025-04-15,WIRE,2275.20,ATM
TXN00001757,ACCT000508,04/15/2025,DR,4349.41,ONLINE
TXN00017003,ACCT001015,10-Apr-2023,INT,226.43,BRANCH
TXN00017363,ACCT000112,07/23/2025,FEE,871.75,BRANCH
TXN00007278,ACCT001139,04/11/2023,ACH,3681.88,ONLINE
TXN00007973,ACCT000625,20230630,FEE,1159.15,BRANCH
TXN00010336,ACCT000244,2023-12-20,ATM,1456.26,WIRE
TXN00006593,ACCT000264,02-Jan-2025,CR,1876.21,ACH
TXN00021330,ACCT000950,08/16/2024,FEE,1323.92,WIRE
TXN00018375,ACCT000350,2023-11-21,ATM,2050.39,ACH
TXN00002443,ACCT000498,05/12/2023,INT,4319.95,ACH
TXN00022582,ACCT000715,2024-09-17,FEE,3596.50,WIRE
TXN00002453,ACCT000728,12-Mar-2024,WIRE,158.80,BRANCH
TXN00000432,ACCT000770,20241231,CR,2831.67,ATM
TXN00022195,ACCT000952,20230503,WIRE,2702.40,BRANCH
TXN00002041,ACCT000142,20250726,ATM,3136.59,WIRE
TXN00024051,ACCT000363,20240121,ACH,2739.12,ONLINE
TXN00000165,ACCT000862,20240729,DR,4317.63,BRANCH
TXN00000912,ACCT000066,20231006,ACH,776.69,BRANCH
TXN00013517,ACCT000093,2023-03-20,CR,2166.50,ATM
TXN00005610,ACCT000225,2025-06-01,WIRE,1858.20,ATM
TXN00009215,ACCT000750,2024-10-30,FEE,224.17,BRANCH
TXN00016064,ACCT000174,2025-08-01,FEE,928.15,ATM
TXN00017073,ACCT001124,11-Nov-2025,CR,3458.94,ONLINE
TXN00017395,ACCT000217,24-Jun-2025,ATM,2826.73,WIRE
TXN00002755,ACCT001116,2024-06-22,CR,3450.42,ONLINE
TXN00014624,ACCT000817,25-Mar-2024,ACH,1686.41,ONLINE
TXN00019304,ACCT000666,18-May-2023,CR,1877.03,WIRE
TXN00024302,ACCT000133,20251106,ACH,4404.72,BRANCH
TXN00022521,ACCT000084,12/14/2023,DR,2248.17,ONLINE
TXN00024383,ACCT000004,20250610,ACH,2114.62,BRANCH
TXN00014218,ACCT000623,2024-03-27,WIRE,3524.01,BRANCH
TXN00011317,ACCT000621,08/30/2024,CR,2078.91,ACH
TXN00013298,ACCT001112,23-Sep-2025,DR,3882.57,BRANCH
TXN00000167,ACCT000900,20230401,ACH,3647.54,WIRE
TXN00008134,ACCT000895,06/13/2024,DR,3496.04,WIRE
TXN00020911,ACCT000259,20231206,ATM,93.63,WIRE
TXN00010500,ACCT000789,2024-06-17,WIRE,239.21,WIRE
TXN00024855,ACCT000390,20240610,ACH,4229.06,ATM
TXN00016442,ACCT000940,20250107,DR,3464.78,ONLINE
TXN00018849,ACCT000863,2024-01-01,INT,2663.48,ATM
TXN00021293,ACCT000385,09/26/2023,ATM,4353.73,ACH
TXN00009588,ACCT000144,20230322,CR,3369.71,ACH
TXN00006479,ACCT001022,06/06/2024,FEE,1370.26,ONLINE
TXN00019909,ACCT001003,30-Dec-2025,WIRE,1896.12,ACH
TXN00022241,ACCT000547,20240210,ATM,417.41,ATM
TXN00016079,ACCT000769,08-May-2023,CR,4078.70,WIRE
TXN00008058,ACCT000335,20231005,INT,1035.51,WIRE
TXN00006217,ACCT000200,2023-05-22,DR,1651.42,BRANCH
TXN00017184,ACCT000187,2025-11-19,CR,1052.49,ACH
TXN00007902,ACCT000541,2023-01-01,INT,3486.77,ACH
TXN00013697,ACCT001069,20240210,INT,3229.40,ACH
TXN00023223,ACCT000625,04-Jul-2024,ATM,1008.36,ACH
TXN00012635,ACCT000833,2023-12-17,INT,173.77,ACH
TXN00001993,ACCT000966,20250615,DR,2624.59,ACH
TXN00003946,ACCT000307,09/26/2025,FEE,2928.82,WIRE
TXN00006598,ACCT000291,30-Sep-2025,ACH,1321.10,ACH
TXN00002676,ACCT000190,06-Aug-2025,CR,142.12,BRANCH
TXN00000128,ACCT001083,22-Feb-2023,FEE,1690.76,ACH
TXN00000449,ACCT000867,2023-10-03,ACH,1019.19,ATM
TXN00002926,ACCT000696,30-Aug-2024,FEE,89.34,ONLINE
TXN00014823,ACCT001103,20230915,FEE,1319.32,ATM
TXN00023752,ACCT000158,20250202,WIRE,3693.63,WIRE
TXN00017320,ACCT001004,2023-04-18,FEE,1758.59,WIRE
TXN00008064,ACCT000227,04/01/2024,CR,1810.25,BRANCH
TXN00020470,ACCT000728,12/13/2025,ACH,386.63,ONLINE
TXN00006314,ACCT000662,05/10/2023,ATM,2657.35,WIRE
TXN00024956,ACCT000909,2023-11-15,WIRE,1977.38,BRANCH
TXN00016934,ACCT000754,2023-07-16,ATM,3763.67,ONLINE
TXN00004594,ACCT000440,30-Dec-2023,ACH,1459.64,ACH
TXN00009223,ACCT000456,19-Apr-2023,ATM,2856.92,ATM
TXN00022525,ACCT000958,20230111,ATM,633.83,BRANCH
TXN00017773,ACCT000105,20231120,FEE,2540.68,ONLINE
TXN00003998,ACCT000748,2024-07-12,INT,1228.88,BRANCH
TXN00007615,ACCT001183,19-Jun-2024,INT,1830.98,BRANCH
TXN00013337,ACCT000603,04/02/2023,DR,2901.41,ONLINE
TXN00007702,ACCT000300,24-Jul-2023,INT,1973.25,WIRE
TXN00001905,ACCT001062,14-Sep-2024,WIRE,4374.90,ACH
TXN00007838,ACCT000578,17-Jan-2024,DR,2060.42,BRANCH
TXN00006974,ACCT000152,2024-04-06,DR,53.41,BRANCH
TXN00005665,ACCT000874,08-Apr-2025,CR,838.83,ONLINE
TXN00007854,ACCT000868,27-Mar-2024,FEE,3678.99,ONLINE
TXN00010581,ACCT000422,25-Mar-2024,WIRE,1025.12,BRANCH
TXN00008582,ACCT000118,18-May-2025,CR,4177.37,ACH
TXN00002789,ACCT001107,20250430,ATM,820.73,ONLINE
TXN00017066,ACCT000636,09-Sep-2023,DR,993.44,WIRE
TXN00007480,ACCT000089,2023-05-21,FEE,2213.83,ATM
TXN00022361,ACCT000648,2025-04-27,FEE,3459.17,ACH
TXN00001937,ACCT001186,20241225,DR,2090.85,ACH
TXN00015552,ACCT000851,07/13/2023,ACH,3860.40,ATM
TXN00008686,ACCT001099,09/01/2023,INT,1465.93,BRANCH
TXN00024724,ACCT000094,12/15/2025,ATM,2225.43,BRANCH
TXN00006928,ACCT000369,20250527,INT,2288.69,BRANCH
TXN00004942,ACCT001155,20250923,ACH,1902.02,BRANCH
TXN00011622,ACCT000001,06-Aug-2024,DR,4267.66,ACH
TXN00024657,ACCT000261,2024-09-04,ACH,3011.61,ACH
TXN00002614,ACCT000945,17-Aug-2024,WIRE,679.32,BRANCH
TXN00010269,ACCT000761,09/24/2024,FEE,1233.24,BRANCH
TXN00000259,ACCT000570,20250226,CR,3327.54,WIRE
TXN00000649,ACCT000420,2023-01-13,DR,616.88,ATM
TXN00015949,ACCT000966,09/26/2025,ACH,2949.89,WIRE
TXN00020441,ACCT000161,2025-07-21,CR,2280.54,ACH
TXN00014805,ACCT000988,2023-07-21,FEE,985.24,ACH
TXN00016544,ACCT001127,29-Oct-2023,FEE,4480.60,ACH
TXN00003746,ACCT000983,29-Aug-2025,WIRE,1546.89,ONLINE
TXN00024465,ACCT001082,20241221,FEE,621.31,ONLINE
TXN00008616,ACCT000266,05-Apr-2023,ATM,1257.75,ACH
TXN00021810,ACCT001141,31-Oct-2025,CR,2486.65,ONLINE
TXN00004704,ACCT000261,20250615,ACH,63.25,ACH
TXN00021482,ACCT000941,07-Oct-2025,INT,3626.89,ATM
TXN00024916,ACCT000822,20240720,ACH,2134.62,WIRE
TXN00005395,ACCT000622,10-Jul-2024,INT,4474.64,ATM
TXN00003686,ACCT000892,10-Apr-2024,INT,1634.10,ONLINE
TXN00015478,ACCT000361,24-Feb-2025,CR,3250.22,WIRE
TXN00008201,ACCT000734,20-Sep-2023,DR,924.11,ATM
TXN00010218,ACCT000954,20250806,ATM,638.31,ONLINE
TXN00023780,ACCT000399,09-Sep-2025,ATM,4135.64,ACH
TXN00007389,ACCT001164,20250103,ATM,491.68,ONLINE
TXN00024340,ACCT000684,20240403,FEE,873.69,WIRE
TXN00014467,ACCT000471,2025-12-16,DR,2873.97,ACH
TXN00011987,ACCT000393,10-Jul-2023,FEE,588.13,ACH
TXN00008045,ACCT000555,31-Dec-2023,INT,157.60,ONLINE
TXN00005070,ACCT000652,10/27/2023,FEE,3868.74,ACH
TXN00004485,ACCT000150,10/02/2025,ACH,1232.63,WIRE
TXN00024425,ACCT000209,2025-10-04,CR,2617.06,ACH
TXN00012588,ACCT000500,12/17/2024,FEE,3727.88,ACH
TXN00002267,ACCT001191,04/17/2023,ACH,1263.29,ATM
TXN00023235,ACCT000831,25-Jan-2023,ACH,2196.65,BRANCH
TXN00015917,ACCT001115,28-Apr-2025,ACH,4060.55,ACH
TXN00010481,ACCT000124,12/13/2025,FEE,3108.84,WIRE
TXN00000133,ACCT000448,20241204,ATM,369.81,ATM
TXN00002628,ACCT000516,2025-02-06,ATM,4400.89,ATM
TXN00021300,ACCT000041,04/25/2023,FEE,2578.76,ATM
TXN00018376,ACCT000658,04/07/2025,ACH,2135.45,ACH
TXN00009189,ACCT000753,02/18/2025,DR,2910.73,ATM
TXN00019631,ACCT000152,20250921,CR,4302.72,WIRE
TXN00009035,ACCT000190,2025-01-28,ACH,2066.70,ACH
TXN00020356,ACCT000807,2024-07-15,FEE,3983.31,BRANCH
TXN00010128,ACCT000098,2025-07-28,CR,1488.21,ATM
TXN00012147,ACCT000464,2024-09-09,DR,3118.54,BRANCH
TXN00015657,ACCT000371,20240811,FEE,1102.87,ATM
TXN00011552,ACCT000239,06/02/2025,DR,191.59,BRANCH
TXN00019789,ACCT000951,04/07/2024,INT,3363.05,ONLINE
TXN00004538,ACCT000817,05/26/2025,ATM,2533.92,BRANCH
TXN00024406,ACCT000234,20240113,WIRE,884.63,WIRE
TXN00018928,ACCT000811,03/31/2024,ATM,2173.70,BRANCH
TXN00000486,ACCT000822,20231230,FEE,1167.68,WIRE
TXN00003770,ACCT001070,2025-08-29,INT,2568.84,BRANCH
TXN00000697,ACCT000897,20230824,WIRE,2251.89,ONLINE
TXN00007328,ACCT000636,20250906,ACH,3247.30,ATM
TXN00005852,ACCT001002,28-Jan-2025,FEE,4068.58,BRANCH
TXN00009579,ACCT000655,2024-05-04,WIRE,2739.96,ONLINE
TXN00003867,ACCT001102,20240202,DR,1163.17,ONLINE
TXN00024476,ACCT000906,05/15/2025,DR,860.12,WIRE
TXN00007486,ACCT001099,12/31/2025,INT,2330.98,BRANCH
TXN00004833,ACCT001183,20230512,FEE,744.90,WIRE
TXN00019353,ACCT000434,2025-05-30,DR,2982.17,BRANCH
TXN00019363,ACCT000049,04/18/2025,FEE,184.09,ONLINE
TXN00024712,ACCT000546,20240307,CR,1902.98,WIRE
TXN00003263,ACCT000609,01/23/2025,INT,2599.64,ATM
TXN00015257,ACCT000668,20230425,CR,2640.89,ATM
TXN00009681,ACCT000906,11/03/2025,CR,439.21,BRANCH
TXN00010010,ACCT001065,11-May-2025,WIRE,2068.76,ACH
TXN00012412,ACCT000375,23-Nov-2023,FEE,1519.01,BRANCH
TXN00013446,ACCT000494,20251223,CR,1365.79,ATM
TXN00018213,ACCT000524,2023-10-06,WIRE,4022.16,BRANCH
TXN00017045,ACCT001015,12-Oct-2025,CR,4349.50,WIRE
TXN00023380,ACCT000063,22-Oct-2025,ATM,3939.43,ATM
TXN00014469,ACCT000799,08/10/2023,INT,1311.75,ACH
TXN00011296,ACCT000588,20250619,FEE,1102.60,ACH
TXN00019458,ACCT000261,2025-01-09,WIRE,4293.07,BRANCH
TXN00014324,ACCT000637,21-Dec-2023,ACH,114.29,BRANCH
TXN00002225,ACCT000304,22-Sep-2025,CR,684.50,ATM
TXN00009839,ACCT001118,11/25/2024,WIRE,3176.36,ACH
TXN00022266,ACCT001174,20230507,DR,3380.99,ACH
TXN00001852,ACCT000568,20230704,CR,3058.86,ACH
TXN00002872,ACCT000921,05-Jan-2023,CR,3061.83,ACH
TXN00005224,ACCT000035,24-Jan-2023,WIRE,335.84,ATM
TXN00015063,ACCT000680,20250214,ATM,1627.83,ATM
TXN00008172,ACCT000043,2025-08-11,FEE,2294.23,WIRE
TXN00024512,ACCT000015,09/09/2023,ACH,1523.74,WIRE
TXN00013944,ACCT000556,07-Feb-2025,CR,1455.30,ATM
TXN00010437,ACCT000740,20230818,ATM,3682.78,ATM
TXN00013941,ACCT000146,03/23/2024,ATM,3668.51,WIRE
TXN00021228,ACCT001045,02/21/2023,WIRE,1703.40,WIRE
TXN00021283,ACCT001017,29-Jul-2024,CR,3164.52,WIRE
TXN00015956,ACCT000750,2025-11-16,CR,213.21,BRANCH
TXN00003905,ACCT000454,20241114,WIRE,2695.70,ONLINE
TXN00002627,ACCT000922,02-Feb-2025,WIRE,76.12,ONLINE
TXN00014300,ACCT000206,20240213,ACH,3209.20,ACH
TXN00012820,ACCT001040,11-Oct-2024,CR,1029.00,ATM
TXN00018539,ACCT000101,20240829,DR,1771.18,ONLINE
TXN00007962,ACCT000245,07-Apr-2023,ACH,1684.60,WIRE
TXN00024490,ACCT000156,20230322,FEE,2899.61,WIRE
TXN00014417,ACCT001088,16-Nov-2025,ATM,3887.50,BRANCH
TXN00002188,ACCT000666,20240714,DR,3451.73,ATM
TXN00021831,ACCT001040,20240507,CR,3561.77,BRANCH
TXN00018104,ACCT001141,2025-07-02,INT,1658.42,ONLINE
TXN00009184,ACCT000637,04/27/2024,DR,2844.39,ACH
TXN00003417,ACCT000777,06-Oct-2025,ATM,1937.21,ATM
TXN00010462,ACCT001043,05/26/2024,INT,3776.26,ONLINE
TXN00024280,ACCT000871,2025-11-06,ATM,2551.67,ACH
TXN00015709,ACCT000830,29-Mar-2025,CR,1467.97,WIRE
TXN00018750,ACCT000148,20230427,ATM,1841.92,ATM
TXN00004177,ACCT001170,2025-02-16,FEE,3894.72,ATM
TXN00022787,ACCT000057,20241206,ACH,288.01,ACH
TXN00010242,ACCT001102,2024-01-27,WIRE,3350.67,ONLINE
TXN00003059,ACCT000680,20240907,ACH,2090.14,WIRE
TXN00003852,ACCT000276,04/05/2023,ACH,2504.17,WIRE
TXN00004334,ACCT000215,12-Oct-2023,ACH,3186.57,ATM
TXN00002807,ACCT000003,20250319,WIRE,2170.17,BRANCH
TXN00000171,ACCT000519,01-Feb-2025,CR,2613.05,ACH
TXN00001606,ACCT000759,08/06/2024,WIRE,3660.15,ONLINE
TXN00008059,ACCT000709,01-Oct-2025,FEE,1921.62,ATM
TXN00019969,ACCT000102,2025-10-15,FEE,3188.85,WIRE
TXN00004408,ACCT001165,20230720,INT,4268.87,ACH
TXN00008424,ACCT000194,2023-06-16,ACH,1807.28,WIRE
TXN00009660,ACCT000584,20240121,WIRE,3676.78,ONLINE
TXN00021113,ACCT000347,2024-08-24,ACH,1042.56,ACH
TXN00011124,ACCT001123,01/22/2023,WIRE,686.98,BRANCH
TXN00021488,ACCT000396,01/04/2025,WIRE,3182.24,BRANCH
TXN00020199,ACCT000913,30-Jun-2024,WIRE,3451.06,ATM
TXN00021209,ACCT000133,2025-04-23,ATM,3432.59,ATM
TXN00007276,ACCT001012,20231005,ACH,3722.41,WIRE
TXN00003117,ACCT000796,20241018,FEE,2341.22,WIRE
TXN00016866,ACCT000031,21-Dec-2025,CR,4499.29,ONLINE
TXN00004274,ACCT000935,20240613,ATM,4266.60,BRANCH
TXN00022713,ACCT000118,2023-09-17,FEE,273.97,ONLINE
TXN00010457,ACCT000796,2024-06-04,DR,2435.51,WIRE
TXN00012135,ACCT000849,2023-09-05,FEE,1225.43,ACH
TXN00005940,ACCT000728,04/23/2024,INT,435.44,ACH
TXN00020809,ACCT000811,20250819,FEE,250.42,WIRE
TXN00005941,ACCT001155,2025-09-25,FEE,730.34,WIRE
TXN00011664,ACCT000427,20250401,INT,4362.82,ATM
TXN00013116,ACCT000006,2024-06-27,ACH,2023.71,WIRE
TXN00000651,ACCT000091,26-Aug-2023,CR,594.42,BRANCH
TXN00016357,ACCT000217,2025-12-29,DR,1807.06,ACH
TXN00008148,ACCT000900,08-Sep-2023,ACH,3115.35,ACH
TXN00011807,ACCT000352,12-Aug-2024,INT,763.62,WIRE
TXN00015593,ACCT000377,2024-05-04,INT,1795.95,WIRE
TXN00017545,ACCT000292,2023-10-17,ATM,2784.58,ACH
TXN00019848,ACCT000314,2025-10-07,INT,689.56,ACH
TXN00022878,ACCT000348,20241111,FEE,270.63,BRANCH
TXN00021326,ACCT000447,11-Jun-2024,ACH,890.18,ACH
TXN00014775,ACCT000569,2024-07-16,INT,2463.04,ACH
TXN00010024,ACCT000552,10/01/2025,INT,1005.70,ACH
TXN00007029,ACCT001071,04/17/2023,ACH,226.59,ACH
TXN00020760,ACCT000155,2025-02-01,INT,1694.05,BRANCH
TXN00022484,ACCT000271,22-Jan-2025,WIRE,2689.11,BRANCH
TXN00018740,ACCT000265,19-Apr-2025,WIRE,4032.89,BRANCH
TXN00000889,ACCT001006,2025-12-06,WIRE,2115.10,WIRE
TXN00024873,ACCT000436,2024-08-28,CR,1252.47,WIRE
TXN00014418,ACCT001178,12/30/2023,CR,1316.54,ATM
TXN00013646,ACCT000914,27-Jun-2023,INT,1173.21,ACH
TXN00022752,ACCT001073,20230211,FEE,694.23,ACH
TXN00008184,ACCT000568,20240321,FEE,3873.90,ATM
TXN00009560,ACCT000865,25-Mar-2024,ATM,3861.91,ONLINE
TXN00009233,ACCT000232,03/09/2024,DR,2704.44,ATM
TXN00012310,ACCT000842,20230516,DR,2472.40,ACH
TXN00024315,ACCT000072,2023-12-31,CR,3186.12,WIRE
TXN00002585,ACCT001119,20241024,FEE,3867.40,ACH
TXN00000967,ACCT000647,09/14/2023,ATM,3126.27,ONLINE
TXN00016409,ACCT001123,08/31/2023,WIRE,466.71,ONLINE
TXN00007753,ACCT000145,20240317,DR,3386.83,BRANCH
TXN00015522,ACCT000611,08/15/2025,FEE,3616.21,BRANCH
TXN00023073,ACCT000038,11/30/2023,ATM,4366.39,ATM
TXN00023761,ACCT001154,2023-09-21,ACH,503.30,ATM
TXN00019702,ACCT000301,2024-08-19,INT,3500.40,BRANCH
TXN00014685,ACCT000759,11/27/2024,INT,1667.25,ONLINE
TXN00000579,ACCT000639,2024-12-07,WIRE,2582.59,ACH
TXN00020673,ACCT000278,17-Feb-2025,WIRE,2038.92,BRANCH
TXN00005595,ACCT001088,11/22/2023,DR,2238.03,ACH
TXN00016209,ACCT000524,20231011,ATM,2579.31,ATM
TXN00014796,ACCT000622,11/17/2023,FEE,3837.07,ONLINE
TXN00022281,ACCT000394,04-Nov-2023,DR,2968.15,BRANCH
TXN00004840,ACCT000046,04/20/2025,INT,2003.31,ATM
TXN00007490,ACCT000941,11/28/2024,ACH,1243.25,ATM
TXN00004065,ACCT000941,01-Sep-2024,WIRE,2484.35,WIRE
TXN00008501,ACCT000801,2024-08-12,WIRE,2028.10,ONLINE
TXN00018085,ACCT000497,04/05/2025,WIRE,2275.76,ONLINE
TXN00004582,ACCT000175,13-Jan-2023,CR,3711.88,ATM
TXN00025050,ACCT000081,30-Nov-2025,CR,9834.33,BRANCH
TXN00021781,ACCT000833,2024-09-28,FEE,3104.36,WIRE
TXN00003445,ACCT000281,20241207,DR,2060.87,ONLINE
TXN00011864,ACCT000367,14-Oct-2024,FEE,1230.99,ACH
TXN00014388,ACCT000823,12/19/2025,WIRE,4100.19,WIRE
TXN00001116,ACCT000506,20250610,ATM,1394.79,ACH
TXN00012529,ACCT000787,03/16/2025,FEE,2350.79,ACH
TXN00008671,ACCT000719,10/19/2025,ATM,2142.58,ATM
TXN00020635,ACCT000788,04-Jun-2024,ACH,646.70,ACH
TXN00017935,ACCT000579,20250402,CR,4018.38,BRANCH
TXN00015142,ACCT001113,2025-01-19,ATM,2242.90,ONLINE
TXN00002441,ACCT000870,01-Sep-2023,WIRE,2179.72,ATM
TXN00022448,ACCT000215,17-Feb-2025,WIRE,795.27,ATM
TXN00015393,ACCT000018,15-Jun-2024,CR,3805.95,ATM
TXN00013078,ACCT000158,2023-01-26,DR,980.54,ACH
TXN00009987,ACCT001028,08/23/2024,INT,2072.19,ONLINE
TXN00017271,ACCT000461,04/20/2023,WIRE,166.75,BRANCH
TXN00006028,ACCT000897,17-Jun-2024,ATM,3555.84,ACH
TXN00001290,ACCT001112,01/17/2023,CR,566.35,BRANCH
TXN00006475,ACCT001170,20241011,DR,3184.27,ACH
TXN00019508,ACCT000157,2024-08-03,WIRE,997.32,ATM
TXN00002055,ACCT000043,20230422,DR,835.16,ONLINE
TXN00015586,ACCT000867,2023-05-11,CR,1966.12,ATM
TXN00024922,ACCT000934,12/22/2023,INT,2958.01,ATM
TXN00004146,ACCT000120,07-Dec-2023,WIRE,3543.20,ACH
TXN00009589,ACCT000024,22-Oct-2025,ATM,3925.22,ATM
TXN00001135,ACCT000058,20250510,WIRE,1480.21,ONLINE
TXN00017357,ACCT000437,05/12/2023,DR,2289.26,BRANCH
TXN00013468,ACCT000151,2025-08-10,DR,3733.44,BRANCH
TXN00006674,ACCT000055,17-Sep-2025,DR,301.89,ATM
TXN00006132,ACCT000398,2023-03-30,CR,981.37,WIRE
TXN00021251,ACCT000074,23-May-2024,INT,1205.34,ACH
TXN00008753,ACCT000289,2024-10-31,ACH,2939.98,WIRE
TXN00016943,ACCT001005,10-Aug-2024,CR,3048.13,ONLINE
TXN00004453,ACCT000756,24-Jul-2023,DR,4113.04,BRANCH
TXN00016089,ACCT000557,11/17/2025,CR,3547.97,BRANCH
TXN00018311,ACCT001047,06-Feb-2025,DR,1770.12,ACH
TXN00018153,ACCT000474,10/16/2025,FEE,1703.58,ATM
TXN00023544,ACCT000652,20240830,ACH,2810.56,WIRE
TXN00003985,ACCT000150,12/05/2023,ACH,1042.26,ONLINE
TXN00017544,ACCT001172,03/11/2024,FEE,101.45,ONLINE
TXN00013051,ACCT000221,2025-05-19,ACH,2720.26,ONLINE
TXN00006035,ACCT000281,24-Aug-2023,ATM,1865.50,ATM
TXN00001218,ACCT000994,2024-10-31,WIRE,498.26,BRANCH
TXN00012572,ACCT000603,2023-11-02,CR,1943.42,ONLINE
TXN00009420,ACCT000214,20251007,ACH,524.20,ONLINE
TXN00007696,ACCT001108,2025-08-02,ATM,2245.60,ONLINE
TXN00010383,ACCT001145,2023-12-18,ACH,1092.37,WIRE
TXN00008355,ACCT000886,11-Jan-2024,FEE,219.26,ONLINE
TXN00024158,ACCT000901,2023-11-12,ACH,2680.46,ONLINE
TXN00023574,ACCT000750,28-Sep-2025,ACH,553.48,ATM
TXN00012431,ACCT000082,20250411,DR,1306.20,ONLINE
TXN00002798,ACCT001039,12/02/2024,INT,3095.46,ATM
TXN00013250,ACCT000754,20230812,WIRE,3016.01,ATM
TXN00007879,ACCT000551,12/03/2023,INT,3468.88,ONLINE
TXN00009204,ACCT000573,24-Jul-2025,CR,939.62,ONLINE
TXN00003203,ACCT000483,2024-03-22,ACH,2370.48,BRANCH
TXN00001243,ACCT000584,2024-09-16,DR,1119.01,ATM
TXN00020683,ACCT000266,04/15/2024,INT,378.02,WIRE
TXN00005177,ACCT000647,2025-01-18,WIRE,3765.29,ONLINE
TXN00013071,ACCT000813,12/30/2023,CR,4176.50,ONLINE
TXN00024484,ACCT000051,12/16/2023,ACH,4064.97,BRANCH
TXN00010318,ACCT000338,20240225,ATM,256.75,BRANCH
TXN00012779,ACCT000759,28-Mar-2025,ATM,3798.19,ACH
TXN00018330,ACCT000736,20241209,DR,3713.43,ACH
TXN00007307,ACCT001108,02/09/2024,DR,1553.29,WIRE
TXN00018366,ACCT000675,23-Sep-2023,ACH,871.08,BRANCH
TXN00021010,ACCT000437,06/09/2025,INT,4206.12,BRANCH
TXN00010938,ACCT000814,03/04/2023,ATM,4118.04,ACH
TXN00024975,ACCT000133,20240124,ATM,2607.61,WIRE
TXN00022946,ACCT001131,2025-11-24,CR,2534.06,BRANCH
TXN00003868,ACCT000787,05-May-2024,INT,1956.25,ACH
TXN00006688,ACCT000678,2025-07-30,FEE,108.66,ATM
TXN00024018,ACCT000715,07/25/2025,INT,758.13,ATM
TXN00003140,ACCT000008,16-Feb-2023,DR,2779.24,WIRE
TXN00023725,ACCT000846,20241003,INT,3320.22,ACH
TXN00012598,ACCT000993,11/02/2025,FEE,1842.61,ATM
